HLLHLHLLHLLLHHHHHLHLHLHLHHLHHHLLHHHLLLLHHHLHHHLHHHLHLHLLHLLHLHHH
W_LIST: 1.9242 -1.67494 -0.0546098 0.866744 0.227098 -1.78459 -0.466537 0.867514 1.57 -1.72507 0.986888 0.133862 1.28048 -1.23278 0.251599 -1.14695 -0.118685 1.867 -1.39922 -0.650247 1.52901 0.953076 0.958815 -1.80436 -1.12127 0.5703 -0.618655 -0.752531 0.242213 -1.16184 0.637759 -0.200805 1.84614 -1.069 1.84652 1.44411 0.0653555 1.22782 -1.7575 0.777833 -0.303701 -1.17319 -1.59053 -1.26662 0.652719 0.34304 0.689772 -0.875439 0.906979 -0.745211 1.98714 -1.11578 -1.93325 -1.46294 -1.1925 0.518808 1.66827 -1.0817 0.136436 1.4612 -0.916295 0.818993 -1.3688 -0.711462 
st	op	ed	phy
SITE: 54	56	57	0
SITE: 54	57	58	0
SITE: 55	59	60	0
SITE: 54	58	60	1
SITE: 55	61	62	0
SITE: 54	55	62	1
SITE: 54	62	63	1
SITE: 53	54	63	0
SITE: 52	53	63	1
SITE: 50	52	60	0
SITE: 50	51	63	1
SITE: 49	50	63	1
SITE: 48	49	63	1
SITE: 47	48	63	0
SITE: 46	47	63	1
SITE: 45	46	63	1
SITE: 44	45	63	1
SITE: 43	44	63	0
SITE: 42	43	63	1
SITE: 41	42	63	0
SITE: 40	41	63	1
SITE: 38	39	60	0
SITE: 38	60	63	0
SITE: 37	38	63	0
SITE: 36	37	63	1
SITE: 35	36	63	0
SITE: 34	35	63	1
SITE: 33	34	63	0
SITE: 32	33	63	1
SITE: 31	32	63	0
SITE: 29	30	40	1
SITE: 29	31	63	0
SITE: 28	29	63	1
SITE: 27	28	63	0
SITE: 26	27	63	1
SITE: 25	26	63	0
SITE: 24	25	63	0
SITE: 22	23	40	0
SITE: 22	40	63	1
SITE: 21	22	63	0
SITE: 19	20	24	0
SITE: 19	21	63	1
SITE: 17	18	24	1
SITE: 17	19	63	0
SITE: 16	17	63	1
SITE: 14	15	24	1
SITE: 14	16	63	1
SITE: 12	13	24	1
SITE: 12	14	63	1
SITE: 11	12	63	0
SITE: 9	10	24	1
SITE: 9	11	63	0
SITE: 8	9	63	0
SITE: 7	8	63	0
SITE: 6	7	63	1
SITE: 4	5	24	1
WARN: Unitary gate is identity
SITE: 6	6	6	0
SITE: 3	4	63	0
SITE: 2	3	63	0
SITE: 0	0	24	0
WARN: Unitary gate is identity
SITE: 1	1	1	0
WARN: Unitary gate is identity
SITE: 2	2	2	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 24	24	24	1
MPS Info: 2.63319 1.34272 0.127186 
Writing MPS done!
