HLHHLLHHHLHLHHLHHHLLLLHLHLHHHLLLHHHHHLHHLHHLLHHLLHHHLHHHLHLLLLHL
W_LIST: 1.05458 -0.34833 1.61705 -1.89042 0.288439 1.8703 -0.102354 0.00101593 -0.919891 -1.78875 -0.860489 1.77363 -1.20796 -0.10248 -1.79812 -0.442001 0.91843 1.89827 -0.557875 1.06647 -0.257557 1.1904 0.758492 -1.82853 0.419963 0.689352 -0.211145 -0.587682 -1.64382 -1.37362 1.212 -1.38383 -1.3172 1.99761 -0.898317 -0.771189 -1.29008 -0.317546 -1.58729 1.48646 1.41829 1.92705 -1.0678 -0.780439 -1.62628 -1.88941 -0.592019 0.864946 -0.112839 0.0604454 1.07017 1.1728 -1.18984 -0.345577 -1.60929 -1.86997 0.0468369 1.04622 0.679652 1.78177 -1.31997 1.57281 -1.0042 1.91802 
st	op	ed	phy
SITE: 2	3	5	1
SITE: 1	2	5	0
SITE: 0	0	5	0
SITE: 30	31	33	0
SITE: 29	30	33	1
SITE: 29	33	34	0
SITE: 29	32	35	1
SITE: 29	35	36	1
SITE: 29	36	37	1
SITE: 29	34	38	1
SITE: 29	38	39	1
SITE: 28	29	39	0
SITE: 28	37	40	0
SITE: 27	28	40	1
SITE: 26	27	40	1
SITE: 25	39	40	0
SITE: 26	40	42	1
SITE: 25	41	42	0
SITE: 25	26	43	1
SITE: 23	24	42	0
SITE: 23	25	43	1
SITE: 22	23	43	0
SITE: 22	43	44	0
SITE: 22	44	45	0
SITE: 22	45	46	1
SITE: 22	46	47	1
SITE: 22	47	48	1
SITE: 22	48	49	0
SITE: 22	42	50	0
SITE: 20	21	49	1
SITE: 20	22	50	0
SITE: 19	20	50	0
SITE: 18	19	50	1
SITE: 17	18	50	0
SITE: 16	17	50	0
SITE: 15	16	50	0
SITE: 14	49	50	0
SITE: 15	50	52	0
WARN: Unitary gate is identity
SITE: 51	51	51	0
SITE: 15	52	54	0
WARN: Unitary gate is identity
SITE: 53	53	53	0
SITE: 15	55	56	1
WARN: Unitary gate is identity
SITE: 54	54	54	1
SITE: 14	56	57	0
SITE: 14	57	58	0
SITE: 15	59	60	1
WARN: Unitary gate is identity
SITE: 58	58	58	1
SITE: 14	60	61	0
SITE: 14	61	62	1
SITE: 14	62	63	1
SITE: 13	14	63	0
SITE: 12	15	63	0
SITE: 11	12	63	1
SITE: 10	11	63	1
SITE: 9	10	63	1
SITE: 8	9	63	0
SITE: 7	8	63	1
SITE: 6	7	63	0
SITE: 5	6	63	1
SITE: 4	5	63	1
SITE: 1	63	63	1
SITE: 1	4	13	0
SITE: 1	1	13	1
WARN: Unitary gate is identity
SITE: 13	13	13	0
MPS Info: 1.78421 1.47723 0.464737 
Writing MPS done!
