HLLHLHLHLLLHLHLHLLLHHHHHHHHLHLHLHLHLHLHLHHHLHLLLLLLLLLLHLLHHLHLH
W_LIST: 0.451092 -0.597299 -1.67131 -1.85044 2.40529 -1.22279 2.02827 0.462283 -1.58996 1.25463 -1.76148 0.57947 0.119969 -1.98111 -2.1555 -3.29826 3.15581 1.50876 -0.674736 0.206137 -0.770707 1.93909 3.18553 -0.645274 -2.6968 -0.138872 0.00735103 2.80404 0.284036 1.17138 -3.03271 -3.27547 1.86217 -1.08016 2.8166 1.33703 1.62489 1.18788 -1.90383 -1.02061 -1.40843 2.96367 2.69596 -1.90958 0.436858 1.77887 -2.81055 -2.35921 -1.84221 2.60384 2.99771 2.67072 -3.25616 -0.0889372 1.44458 1.89303 2.08502 -2.59383 -2.60482 -1.59341 2.24252 2.25432 -1.49727 -1.43985 
st	op	ed	phy
SITE: 31	32	34	0
SITE: 31	34	35	0
SITE: 29	30	33	1
SITE: 29	31	35	0
SITE: 28	33	35	0
SITE: 27	28	35	0
SITE: 26	27	35	1
SITE: 25	26	35	1
SITE: 24	25	35	1
SITE: 23	24	35	1
SITE: 22	23	35	1
SITE: 20	22	29	0
SITE: 20	21	35	0
SITE: 19	20	35	1
SITE: 17	18	29	0
SITE: 17	19	35	0
SITE: 15	16	29	1
SITE: 15	17	35	1
SITE: 14	15	35	1
SITE: 13	14	35	0
SITE: 12	13	35	1
SITE: 10	11	29	0
SITE: 10	12	35	1
SITE: 9	10	35	0
SITE: 8	9	35	1
SITE: 7	8	35	0
SITE: 5	6	29	1
SITE: 5	7	35	0
SITE: 4	5	35	1
SITE: 3	4	35	1
SITE: 2	3	35	1
SITE: 1	2	35	0
SITE: 0	0	35	0
SITE: 1	35	36	1
SITE: 29	37	38	1
SITE: 1	36	38	0
SITE: 1	38	39	1
SITE: 29	39	41	0
SITE: 1	40	41	1
SITE: 29	42	43	0
WARN: Unitary gate is identity
SITE: 41	41	41	0
SITE: 1	43	44	0
SITE: 29	45	46	1
WARN: Unitary gate is identity
SITE: 44	44	44	0
SITE: 1	46	47	0
SITE: 29	48	49	0
WARN: Unitary gate is identity
SITE: 47	47	47	0
SITE: 1	49	50	1
SITE: 29	51	52	1
WARN: Unitary gate is identity
SITE: 50	50	50	1
SITE: 1	52	53	0
SITE: 1	53	54	1
SITE: 1	54	55	1
SITE: 29	56	57	1
WARN: Unitary gate is identity
SITE: 55	55	55	0
SITE: 1	57	58	0
SITE: 29	58	60	1
SITE: 1	59	60	1
SITE: 29	61	62	0
SITE: 1	60	62	1
SITE: 1	63	63	1
SITE: 1	62	62	0
SITE: 1	29	29	1
SITE: 1	1	1	1
MPS Info: -6.35111 1.22595 0.0252812 
Writing MPS done!
