LHHLHHHHLLLHLLHHHLLHLLLLHLHLLHHLHHLLLLHHHLLLLHLLHLLLLLLLLHHHHHHH
W_LIST: 0.392426 0.721051 -1.7468 -2.75401 0.572583 2.02572 -2.05644 -2.88311 1.2273 0.22016 -1.07452 2.60015 -0.181488 -1.57614 -1.20382 -2.28695 2.17854 -3.11674 -2.39658 -1.37068 2.63576 -0.50499 1.09047 1.62227 1.48047 -1.8666 -0.773983 -0.846262 -0.391712 1.0112 -1.81532 -2.18187 1.65611 2.88491 -0.86457 -2.49163 -0.884042 2.99469 -2.77019 -3.04292 0.135886 1.96687 -0.320298 -2.99994 -3.24602 -2.47745 -0.824993 -0.808305 -0.85874 -2.25004 1.236 -2.74778 0.972478 -0.110116 -1.31816 -1.15475 2.60003 1.79365 -0.892719 2.23081 -3.04465 2.86162 2.93286 -0.666334 
st	op	ed	phy
SITE: 31	33	34	0
SITE: 31	32	35	0
SITE: 31	35	36	0
SITE: 31	36	37	0
SITE: 31	37	38	1
SITE: 34	38	40	1
SITE: 31	39	40	1
SITE: 31	40	41	1
SITE: 34	41	43	1
SITE: 31	42	43	0
SITE: 29	30	34	1
SITE: 29	31	43	0
SITE: 28	34	43	1
SITE: 28	43	44	0
SITE: 28	44	45	0
SITE: 28	45	46	1
SITE: 28	46	47	0
SITE: 28	47	48	1
SITE: 29	49	50	0
SITE: 28	48	50	1
SITE: 28	50	51	1
SITE: 28	51	52	0
SITE: 28	52	53	1
SITE: 28	53	54	0
SITE: 29	54	56	0
SITE: 28	55	56	0
SITE: 29	56	58	1
SITE: 28	57	58	0
SITE: 29	59	60	0
SITE: 28	58	60	1
SITE: 28	60	61	1
SITE: 29	62	63	0
SITE: 28	61	63	0
SITE: 27	28	63	0
SITE: 26	29	63	0
SITE: 25	26	63	1
SITE: 24	25	63	0
SITE: 23	24	63	0
SITE: 22	23	63	1
SITE: 20	22	27	1
SITE: 20	21	63	0
SITE: 19	20	63	1
SITE: 18	19	63	1
SITE: 16	17	27	0
SITE: 16	18	63	0
SITE: 15	16	63	0
SITE: 14	15	63	1
SITE: 13	14	63	1
SITE: 12	13	63	0
SITE: 10	11	27	0
SITE: 10	12	63	1
SITE: 9	10	63	0
SITE: 7	8	27	1
WARN: Unitary gate is identity
SITE: 9	9	9	1
SITE: 5	7	27	1
WARN: Unitary gate is identity
SITE: 6	6	6	1
SITE: 3	5	27	0
WARN: Unitary gate is identity
SITE: 4	4	4	0
SITE: 1	3	27	0
WARN: Unitary gate is identity
SITE: 2	2	2	1
SITE: 0	1	63	0
WARN: Unitary gate is identity
SITE: 0	0	0	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 27	27	27	0
MPS Info: -2.23974 1.34858 0.0300629 
Writing MPS done!
