LLLHLLHLHLHHHHLHLLLLHHLHLLLLHLLHHLHLHHHLLLHHLHLHHHHLHLLLHHHHHHLL
W_LIST: -2.30161 1.59417 -3.25169 1.51599 -2.22754 0.525774 -1.82668 -0.519846 0.866024 -1.27852 1.49386 0.93606 -1.89205 -1.90965 1.93009 1.97315 -0.150765 -0.0910346 0.980232 1.49493 2.57279 2.29131 -1.88536 1.7137 3.13331 -1.22729 1.04476 0.201046 0.164786 -2.38277 -0.467287 0.443401 0.650511 -0.380442 2.55875 0.269623 3.14096 0.331433 -0.881422 3.32369 -2.3112 1.22071 1.38015 -1.71023 -0.213061 2.98658 -0.109569 -3.26082 1.46546 -0.211554 2.68682 0.539221 -3.29346 2.25791 -1.78531 2.92225 1.39238 3.27337 1.2232 1.04027 -0.649337 3.14502 -0.715481 -1.69511 
st	op	ed	phy
SITE: 38	39	41	1
SITE: 36	38	40	1
SITE: 36	40	41	0
SITE: 35	36	41	0
SITE: 34	35	41	1
SITE: 33	34	41	0
SITE: 32	37	41	0
SITE: 33	41	43	1
SITE: 32	42	43	0
SITE: 32	43	44	1
SITE: 32	44	45	0
SITE: 32	45	46	0
SITE: 33	47	48	1
SITE: 32	33	48	0
SITE: 32	48	49	0
SITE: 32	46	50	0
SITE: 32	50	51	0
SITE: 32	51	52	1
SITE: 32	52	53	1
SITE: 32	53	54	1
SITE: 32	54	55	0
SITE: 32	55	56	1
SITE: 32	56	57	0
SITE: 32	57	58	0
SITE: 31	32	58	0
SITE: 30	31	58	0
SITE: 29	49	58	0
SITE: 28	29	58	0
SITE: 28	58	59	0
SITE: 30	59	61	0
SITE: 28	30	61	1
SITE: 28	61	62	0
SITE: 28	60	63	0
SITE: 27	28	63	0
SITE: 25	26	62	1
SITE: 25	27	63	0
SITE: 24	25	63	0
SITE: 22	24	62	1
WARN: Unitary gate is identity
SITE: 23	23	23	0
SITE: 21	22	63	0
SITE: 20	21	63	0
SITE: 19	20	63	0
SITE: 18	19	63	1
SITE: 17	18	63	1
SITE: 16	17	63	0
SITE: 15	16	63	1
SITE: 13	14	62	1
WARN: Unitary gate is identity
SITE: 15	15	15	0
SITE: 12	13	63	1
SITE: 11	12	63	1
SITE: 9	10	62	0
WARN: Unitary gate is identity
SITE: 11	11	11	0
SITE: 8	9	63	0
SITE: 7	8	63	0
SITE: 6	62	63	0
SITE: 5	6	63	1
SITE: 4	7	63	0
SITE: 3	4	63	0
SITE: 2	3	63	0
SITE: 1	2	63	0
SITE: 0	0	63	0
SITE: 1	1	63	1
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 5	5	5	1
MPS Info: 5.84618 0.933669 0.0782018 
Writing MPS done!
