HHHHHLLHHHHHHLLHHHHLLLLLHLLHHHLLHLHLHHLLLLHLHHLLHLLHHLLLHHHHLHLH
W_LIST: 1.42968 1.0807 1.60146 2.17172 0.961511 -1.30016 2.04425 1.78184 -1.5462 -0.255051 0.150093 0.694682 1.85155 -0.62325 2.21072 -3.04151 0.270843 -2.24735 -2.53033 -1.94671 2.8157 1.97129 0.0785496 -2.4447 1.51523 -0.838889 -0.261829 -0.0328575 -1.98171 0.242541 -0.909691 0.783072 -1.17931 -1.10553 -2.08262 1.03624 -2.86976 -1.76457 -2.45808 1.60107 1.41898 3.14732 -2.32442 1.87803 1.40839 -1.91468 1.88808 0.490298 1.06354 2.39144 -2.9092 2.13222 2.69515 -2.11877 0.0165478 1.46813 2.24474 2.32301 -3.13249 1.82663 0.577312 -0.802375 0.036689 0.370164 
st	op	ed	phy
SITE: 13	15	16	1
SITE: 13	14	17	1
SITE: 12	13	17	0
SITE: 11	12	17	0
SITE: 11	17	18	1
SITE: 11	18	19	1
SITE: 11	19	20	0
SITE: 11	20	21	1
SITE: 16	21	23	1
SITE: 11	16	23	1
SITE: 11	23	24	0
SITE: 11	24	25	0
SITE: 10	11	25	0
SITE: 9	10	25	0
SITE: 7	8	22	1
SITE: 7	9	25	1
SITE: 5	6	22	1
SITE: 5	7	25	0
SITE: 4	5	25	0
SITE: 3	4	25	0
SITE: 2	3	25	0
SITE: 1	2	25	0
SITE: 1	25	26	0
SITE: 1	26	27	1
SITE: 1	27	28	1
SITE: 1	28	29	1
SITE: 1	29	30	0
SITE: 1	30	31	0
SITE: 1	31	32	1
SITE: 1	32	33	1
SITE: 22	34	35	1
SITE: 1	33	35	0
SITE: 1	35	36	1
SITE: 1	36	37	1
SITE: 22	38	39	0
SITE: 1	37	39	1
SITE: 1	39	40	1
SITE: 22	41	42	1
SITE: 1	40	42	1
SITE: 1	42	43	1
SITE: 22	44	45	0
WARN: Unitary gate is identity
SITE: 43	43	43	1
SITE: 1	45	46	1
SITE: 1	46	47	1
SITE: 1	47	48	0
SITE: 22	49	50	1
WARN: Unitary gate is identity
SITE: 48	48	48	0
SITE: 1	50	51	0
SITE: 22	52	53	0
WARN: Unitary gate is identity
SITE: 51	51	51	0
SITE: 1	53	54	0
SITE: 1	54	55	1
SITE: 1	55	56	1
SITE: 22	57	58	0
WARN: Unitary gate is identity
SITE: 56	56	56	0
SITE: 1	58	59	1
SITE: 1	59	60	0
SITE: 1	60	61	1
SITE: 1	61	62	1
SITE: 1	62	63	0
SITE: 0	0	63	0
WARN: Unitary gate is identity
SITE: 1	1	1	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 22	22	22	1
MPS Info: 8.76606 1.00139 0.0438104 
Writing MPS done!
