LLHHLLLLLHHHLLLLHHHHHHLLHLLHLHLLLLHLHHLLLLHLLLLLLLLHLHHLLHLLHHLH
W_LIST: 3.29533 0.823961 0.698036 -0.830411 -0.773963 1.11688 0.649718 -0.397318 0.577681 -3.07332 2.80821 -2.75601 -2.93664 0.0199486 -0.978966 -2.21884 -2.84835 -3.3255 -0.955611 2.99246 -0.392845 -1.51872 1.0605 -1.1939 0.706189 2.68531 2.41487 3.18019 -3.05495 1.5552 2.19911 0.952908 1.23578 -1.46807 2.25669 -1.91046 -2.54512 -2.81257 0.0835901 0.739754 -0.0459275 0.78063 -0.846708 -2.98784 2.21912 2.29469 -0.443097 -0.964144 -2.46742 -2.96706 0.952794 2.92871 2.35945 -0.977117 -2.41252 -2.58893 2.67093 1.84783 -1.98033 -1.1102 1.19064 0.553926 0.412774 -1.9272 
st	op	ed	phy
SITE: 41	43	44	0
SITE: 42	44	46	1
SITE: 41	45	46	1
SITE: 40	41	46	1
SITE: 42	46	48	0
SITE: 40	42	48	1
SITE: 39	40	48	0
SITE: 37	39	47	1
SITE: 37	38	48	0
SITE: 37	48	49	0
SITE: 37	49	50	0
SITE: 37	50	51	1
SITE: 47	51	53	0
SITE: 37	52	53	1
SITE: 37	53	54	1
SITE: 47	54	56	1
SITE: 37	55	56	0
SITE: 37	56	57	1
SITE: 37	57	58	0
SITE: 47	58	60	0
SITE: 37	59	60	0
SITE: 37	60	61	0
SITE: 47	61	63	0
SITE: 37	62	63	1
SITE: 36	37	63	1
SITE: 34	36	47	1
SITE: 34	35	63	0
SITE: 33	34	63	0
SITE: 32	33	63	0
SITE: 31	32	63	1
SITE: 30	47	63	1
SITE: 29	30	63	1
SITE: 28	29	63	0
SITE: 27	28	63	0
SITE: 26	27	63	0
SITE: 24	25	31	1
SITE: 24	26	63	1
SITE: 23	24	63	0
SITE: 22	23	63	0
SITE: 21	22	63	1
SITE: 19	21	31	1
SITE: 19	20	63	1
SITE: 18	19	63	0
SITE: 17	18	63	1
SITE: 16	17	63	1
SITE: 15	16	63	1
SITE: 14	15	63	0
SITE: 12	14	31	0
WARN: Unitary gate is identity
SITE: 13	13	13	1
SITE: 10	12	31	0
WARN: Unitary gate is identity
SITE: 11	11	11	1
SITE: 9	10	63	0
SITE: 8	9	63	1
SITE: 7	8	63	1
SITE: 6	7	63	0
SITE: 4	5	31	1
SITE: 4	6	63	1
SITE: 3	4	63	0
SITE: 2	3	63	1
SITE: 0	0	31	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 2	2	2	0
WARN: Unitary gate is identity
SITE: 1	1	1	1
WARN: Unitary gate is identity
SITE: 31	31	31	1
MPS Info: -8.61907 1.57069 0.0577092 
Writing MPS done!
