HHLHHHLHHLLLHHLHLLLHLLHLHHLHHHLHLHLHHHHLHLLHHLLLHHLHLLHHHLHLLHHH
W_LIST: -3.99366 1.16014 1.39846 -3.86525 2.24895 -2.34787 1.42155 3.91346 -0.245271 2.72934 -0.814768 0.598927 -1.85859 -2.60702 1.19971 -0.8002 2.65002 -0.23142 1.29199 -3.17723 3.322 -3.4046 -2.31996 1.02516 -0.260282 -2.59548 -0.44009 1.88765 0.421018 3.06363 3.60463 2.78902 2.94655 -1.70781 0.887525 -3.57214 -4.31761 1.91581 -2.9187 -3.21006 -1.44009 -1.16421 1.1892 3.2039 0.849743 -3.98373 3.83475 -2.6769 -0.942414 1.71938 4.03267 -4.2634 1.55552 -1.13285 -2.495 -0.871254 0.124703 -0.142462 3.61376 -0.326776 1.2827 -3.2281 -2.28575 1.12507 
st	op	ed	phy
SITE: 44	45	47	0
SITE: 44	46	48	1
SITE: 44	47	49	0
SITE: 48	50	51	1
SITE: 44	49	51	0
SITE: 44	51	52	1
SITE: 44	52	53	1
SITE: 43	44	53	0
SITE: 42	43	53	0
SITE: 41	42	53	1
SITE: 41	53	54	0
SITE: 41	54	55	1
SITE: 41	55	56	1
SITE: 48	57	58	0
SITE: 41	56	58	0
SITE: 41	58	59	0
SITE: 48	60	61	1
SITE: 41	59	61	0
SITE: 48	61	63	1
SITE: 41	62	63	1
SITE: 18	20	21	1
SITE: 19	21	23	0
SITE: 18	19	23	1
SITE: 16	18	22	1
SITE: 16	22	23	1
SITE: 17	23	25	1
SITE: 16	17	25	0
SITE: 15	16	25	1
SITE: 13	15	24	1
SITE: 13	24	25	1
SITE: 13	25	26	1
SITE: 13	26	27	0
SITE: 13	27	28	0
SITE: 13	14	29	1
SITE: 11	13	28	1
WARN: Unitary gate is identity
SITE: 12	12	12	1
SITE: 9	10	28	0
WARN: Unitary gate is identity
SITE: 11	11	11	1
SITE: 8	9	29	1
SITE: 7	8	29	1
SITE: 5	7	28	0
WARN: Unitary gate is identity
SITE: 6	6	6	1
SITE: 4	5	29	1
SITE: 3	4	29	0
SITE: 2	3	29	1
SITE: 0	0	28	1
WARN: Unitary gate is identity
SITE: 2	2	2	1
SITE: 32	33	35	1
SITE: 34	36	37	1
SITE: 32	35	37	1
SITE: 32	37	38	0
SITE: 34	39	40	0
SITE: 32	38	40	1
SITE: 34	41	48	0
SITE: 34	40	63	1
SITE: 32	48	63	1
SITE: 1	29	30	0
SITE: 1	30	31	1
SITE: 28	32	34	1
SITE: 28	31	63	0
SITE: 1	28	63	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 1	1	1	1
WARN: Unitary gate is identity
SITE: 34	34	34	1
MPS Info: 13.1347 0.512528 0.670574 
Writing MPS done!
