LHLHLLLHLLLLHLHLHLHHHHHLHLHLLHLLHHHLHLLLLLHHLLHHHHLLHLHLLLHLLHLL
W_LIST: -3.71348 1.91195 -2.56629 5.02465 -0.410902 5.32084 -2.32374 5.3584 -0.273864 -4.48567 -0.626068 5.95783 6.5153 -0.408756 0.177129 4.09265 0.864761 3.09825 1.55447 -1.83709 6.0891 -5.41372 6.2079 -3.38614 6.71804 -1.49128 -1.46592 -4.89963 -5.6698 -2.31726 2.44441 6.55077 -3.76119 6.50133 6.3699 2.71544 -0.910914 -0.511299 -6.2719 2.15856 5.59659 -1.36736 6.51803 6.46211 -5.23659 -2.79251 -3.96464 3.65907 1.95404 -2.48236 3.96344 5.59835 5.19503 -2.85396 1.29735 2.06726 -4.0174 -5.11604 -0.303514 -4.94258 6.73975 -4.45262 -4.0625 -2.4414 
st	op	ed	phy
SITE: 38	40	41	1
SITE: 38	41	42	0
SITE: 37	38	42	0
SITE: 39	42	44	0
SITE: 37	43	44	0
SITE: 20	22	23	0
SITE: 20	21	24	1
SITE: 20	24	25	0
SITE: 19	20	25	0
SITE: 18	23	25	0
SITE: 37	44	45	0
SITE: 39	46	47	1
SITE: 37	45	47	0
SITE: 39	47	49	0
SITE: 39	49	50	1
SITE: 37	39	50	1
SITE: 37	50	51	1
SITE: 29	31	32	1
SITE: 29	32	33	1
SITE: 28	29	33	1
SITE: 26	28	30	0
SITE: 26	27	33	0
SITE: 19	25	30	0
SITE: 18	19	30	1
SITE: 18	30	33	1
SITE: 17	18	33	0
SITE: 16	17	33	1
SITE: 15	16	33	0
SITE: 14	15	33	1
SITE: 35	36	48	1
SITE: 35	48	51	0
SITE: 34	35	51	1
SITE: 26	33	37	0
SITE: 26	34	51	0
SITE: 14	37	51	0
SITE: 6	7	9	0
SITE: 5	6	9	0
SITE: 4	5	9	1
SITE: 2	3	8	0
SITE: 2	4	9	0
SITE: 0	0	8	0
SITE: 1	1	9	0
SITE: 2	9	10	0
SITE: 2	2	11	0
SITE: 26	51	53	1
SITE: 14	52	53	0
SITE: 14	53	54	0
SITE: 12	13	26	0
SITE: 12	14	54	0
SITE: 10	12	26	0
SITE: 10	11	54	1
SITE: 8	8	54	1
SITE: 26	55	56	1
WARN: Unitary gate is identity
SITE: 54	54	54	0
SITE: 26	56	58	0
WARN: Unitary gate is identity
SITE: 57	57	57	0
SITE: 26	59	60	0
WARN: Unitary gate is identity
SITE: 58	58	58	0
SITE: 10	60	61	1
SITE: 10	61	62	1
SITE: 10	62	63	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 10	10	10	0
WARN: Unitary gate is identity
SITE: 26	26	26	0
MPS Info: -9.70841 0.231218 9.49571e-05 
Writing MPS done!
