LHLHLHLLHLHHLLHHHLHHHLHLLHHHHHLHHLLLHHLLHLLLLHLHLLLLHHLHLLLHLHHH
W_LIST: -0.185128 1.09373 -3.45082 -1.15294 0.420976 -2.98348 -3.14407 -1.27995 -0.921312 -1.31285 3.57881 1.93931 2.72081 -0.449367 1.26121 -0.601526 -3.28509 -0.425056 2.67584 2.10992 -0.52077 3.32802 -1.99391 -2.22872 -1.07102 2.80913 3.13288 -1.29896 -2.57129 3.18749 0.139118 -1.5171 2.02863 1.09209 -3.13923 -2.38064 1.84479 2.55662 0.669509 1.44417 -1.41709 -2.28786 0.426613 2.72145 -0.595012 1.87774 -3.65888 -2.43397 -2.56469 0.665254 3.09741 2.63533 2.83925 -1.91048 -3.31174 -2.31275 0.183334 -0.0608699 1.85919 3.37169 -1.58078 2.05501 2.61811 -0.434829 
st	op	ed	phy
SITE: 26	28	29	1
SITE: 26	29	30	0
SITE: 27	31	32	1
SITE: 26	27	32	1
SITE: 24	25	30	0
SITE: 24	26	32	0
SITE: 23	24	32	0
SITE: 21	22	30	1
SITE: 21	23	32	0
SITE: 20	21	32	1
SITE: 19	20	32	1
SITE: 17	18	30	0
SITE: 17	19	32	0
SITE: 16	30	32	1
SITE: 15	16	32	1
SITE: 14	15	32	1
SITE: 13	14	32	0
SITE: 12	17	32	0
SITE: 13	32	34	0
SITE: 12	33	34	1
SITE: 12	34	35	0
SITE: 12	35	36	0
SITE: 11	12	36	1
SITE: 10	11	36	0
SITE: 9	10	36	0
SITE: 13	37	38	0
SITE: 9	36	38	0
SITE: 13	39	40	1
WARN: Unitary gate is identity
SITE: 38	38	38	1
SITE: 13	41	42	0
WARN: Unitary gate is identity
SITE: 40	40	40	1
SITE: 9	42	43	1
SITE: 9	43	44	1
SITE: 13	45	46	0
WARN: Unitary gate is identity
SITE: 44	44	44	0
SITE: 9	46	47	0
SITE: 13	48	49	0
WARN: Unitary gate is identity
SITE: 47	47	47	1
SITE: 9	49	50	1
SITE: 9	50	51	1
SITE: 13	52	53	0
WARN: Unitary gate is identity
SITE: 51	51	51	1
SITE: 9	53	54	1
SITE: 13	54	56	0
WARN: Unitary gate is identity
SITE: 55	55	55	1
SITE: 13	57	58	0
WARN: Unitary gate is identity
SITE: 13	13	13	0
SITE: 9	58	59	1
SITE: 9	59	60	0
SITE: 9	60	61	0
SITE: 56	62	63	0
SITE: 9	61	63	0
SITE: 8	56	63	1
SITE: 7	8	63	1
SITE: 6	7	63	0
SITE: 4	6	9	0
SITE: 4	5	63	1
SITE: 3	9	63	0
SITE: 2	3	63	1
SITE: 1	2	63	0
SITE: 0	1	63	0
SITE: 0	4	63	0
WARN: Unitary gate is identity
SITE: 0	0	0	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
MPS Info: 4.72959 1.01388 0.0524789 
Writing MPS done!
