LHHLHLHLLLLLHLHLLHLHLLHLLHLLHHHHHHHLLLHHLHLLHHHHHLLLLHHLHHLHHHLL
W_LIST: 3.19889 -3.14015 -0.514792 -3.3794 -2.33604 -0.0536669 -1.34125 -2.15705 -3.60465 -1.52177 -1.7388 -3.29041 0.686612 -0.0304404 -1.62963 3.45874 1.73222 -0.042834 2.61704 -2.53533 -0.441664 2.95269 -2.43879 1.83928 -1.05574 -1.13105 1.89404 0.522644 -3.27032 -3.00644 0.537267 -1.6776 2.24606 -2.12626 -2.21073 3.56235 0.971784 -2.46374 -0.657278 -2.37015 0.611009 -0.304882 2.47352 -0.989997 2.91525 -0.802839 -2.4661 -0.399055 -0.255578 1.24183 1.27501 -2.53923 -2.2594 -2.79356 -2.72495 -1.15963 -1.43686 0.171858 2.3385 1.73 -1.45242 -2.48383 -0.119161 2.94886 
st	op	ed	phy
SITE: 34	35	37	1
SITE: 32	34	36	1
SITE: 32	33	37	1
SITE: 31	32	37	0
SITE: 29	31	36	1
SITE: 29	36	37	1
SITE: 29	37	38	0
SITE: 29	30	39	0
SITE: 29	39	40	1
SITE: 27	28	38	1
SITE: 27	29	40	1
SITE: 25	26	38	1
SITE: 25	27	40	0
SITE: 23	25	38	1
SITE: 23	24	40	0
SITE: 22	23	40	1
SITE: 21	22	40	1
SITE: 20	21	40	1
SITE: 18	19	38	1
SITE: 18	20	40	0
SITE: 17	18	40	1
SITE: 16	17	40	1
SITE: 14	15	38	1
SITE: 14	16	40	1
SITE: 13	14	40	1
SITE: 11	12	38	0
SITE: 11	38	40	1
SITE: 13	41	42	1
SITE: 11	13	42	0
SITE: 11	42	43	1
SITE: 11	43	44	0
SITE: 11	44	45	0
SITE: 11	45	46	1
SITE: 11	46	47	1
SITE: 10	11	47	0
SITE: 10	47	48	1
SITE: 10	48	49	1
SITE: 40	50	51	1
SITE: 10	49	51	1
SITE: 10	51	52	0
SITE: 10	52	53	0
SITE: 8	9	40	0
SITE: 8	10	53	0
SITE: 7	8	53	0
SITE: 7	53	54	1
SITE: 7	54	55	1
SITE: 40	56	57	1
SITE: 7	55	57	0
SITE: 7	57	58	1
SITE: 40	58	60	1
WARN: Unitary gate is identity
SITE: 59	59	59	0
SITE: 7	60	61	1
SITE: 7	61	62	1
SITE: 7	62	63	0
SITE: 6	7	63	0
SITE: 4	6	40	1
WARN: Unitary gate is identity
SITE: 5	5	5	1
SITE: 2	3	40	0
WARN: Unitary gate is identity
SITE: 4	4	4	1
SITE: 0	1	40	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 0	0	0	1
WARN: Unitary gate is identity
SITE: 2	2	2	1
WARN: Unitary gate is identity
SITE: 40	40	40	0
MPS Info: -0.307887 0.626741 0.0880649 
Writing MPS done!
