LLLHLLHLLHLHHHLHLHLHHLLLLLHHLLHHHLLLHLHHHHLHLHLHLLLLHHLLHHHLLHHH
W_LIST: 2.09397 2.56399 1.05591 3.12534 5.90176 -4.14931 3.03357 0.445734 4.11162 -5.68894 1.88457 5.54162 -1.16069 -2.6682 -0.35381 0.543412 -0.0184304 -5.45911 -4.34226 4.62652 4.78155 -4.06371 1.78248 4.59021 -3.32622 -1.97806 1.09772 -3.77824 -0.992273 5.28348 2.89233 5.00293 0.0730995 -5.12097 1.82275 0.946235 -1.95066 3.33832 -2.53509 4.95402 -1.92397 -4.6434 0.261783 -0.926384 4.58995 -5.56248 5.00237 -3.62242 2.39908 5.18218 1.48014 1.92832 5.6626 5.43967 -2.13458 4.39197 -4.97928 -2.67282 -4.41207 -5.65335 3.56675 3.2959 -4.8374 -5.81385 
st	op	ed	phy
SITE: 45	46	48	1
SITE: 44	45	48	1
SITE: 43	47	48	1
SITE: 43	44	49	1
SITE: 41	43	48	1
SITE: 41	48	49	1
SITE: 41	49	50	1
SITE: 40	41	50	1
SITE: 39	40	50	1
SITE: 38	39	50	0
SITE: 37	38	50	1
SITE: 36	37	50	1
SITE: 35	36	50	1
SITE: 33	34	42	1
SITE: 33	42	50	0
SITE: 32	33	50	0
SITE: 31	32	50	0
SITE: 30	31	50	0
SITE: 28	29	35	1
SITE: 28	30	50	0
SITE: 26	27	35	1
SITE: 26	28	50	0
SITE: 25	26	50	0
SITE: 23	24	35	0
SITE: 23	25	50	0
SITE: 21	23	35	1
WARN: Unitary gate is identity
SITE: 22	22	22	1
SITE: 20	21	50	0
SITE: 18	20	35	0
SITE: 18	19	50	0
SITE: 16	17	35	1
WARN: Unitary gate is identity
SITE: 18	18	18	0
SITE: 9	11	12	0
SITE: 8	9	12	1
SITE: 7	8	12	1
SITE: 5	6	10	0
SITE: 5	10	12	1
SITE: 4	5	12	0
SITE: 3	4	12	1
SITE: 3	12	13	1
SITE: 3	13	14	1
SITE: 53	55	56	1
SITE: 35	51	52	1
WARN: Unitary gate is identity
SITE: 50	50	50	1
SITE: 35	53	54	0
SITE: 16	52	54	0
SITE: 16	54	56	0
SITE: 16	56	57	1
SITE: 2	3	14	0
SITE: 16	57	58	1
SITE: 35	59	60	0
WARN: Unitary gate is identity
SITE: 58	58	58	1
SITE: 35	60	62	1
WARN: Unitary gate is identity
SITE: 61	61	61	0
SITE: 2	14	15	0
SITE: 7	15	35	0
SITE: 7	35	62	0
SITE: 2	7	62	1
SITE: 2	62	63	1
SITE: 1	2	63	1
SITE: 0	63	63	1
SITE: 0	1	16	1
SITE: 0	0	16	1
SITE: 16	16	16	0
MPS Info: 11.2528 0.211008 0.000173015 
Writing MPS done!
