HHHHHHLHHLLHLLLHLLLLHLLLHHHLLLHLLHHLLHLLHHLLLLHLHLHLHLHHHLHLHLHH
W_LIST: 0.584937 -5.36189 -5.33315 3.23053 4.68775 -4.18587 -2.67718 1.08298 8.15968 -7.79253 2.66584 5.4113 -2.93476 -0.976233 4.46275 2.01887 -2.03588 8.07227 -2.43814 1.51048 -1.25627 -3.18171 3.96019 4.76995 1.87104 -1.05343 -8.42699 4.11575 -6.53772 1.43422 4.96448 2.97008 2.80526 3.94622 3.81598 -1.7773 -4.73198 4.74362 3.48851 -6.62119 -5.11126 -2.76636 -7.32178 1.05128 -2.63417 -5.20655 -4.13061 -7.60969 5.65316 8.5631 7.05641 2.63977 0.914552 -0.469336 -7.96326 8.16735 -6.79719 4.42186 -6.53088 1.03643 2.9023 -5.34182 7.8466 4.47081 
st	op	ed	phy
SITE: 54	55	57	0
SITE: 53	54	57	1
SITE: 26	28	29	0
SITE: 25	26	29	1
SITE: 7	8	10	0
SITE: 9	11	12	0
SITE: 7	9	12	0
SITE: 56	58	59	1
SITE: 53	56	59	1
SITE: 57	60	61	0
SITE: 53	57	61	1
SITE: 53	61	62	0
SITE: 6	10	12	1
SITE: 34	36	37	0
SITE: 35	37	39	0
SITE: 34	38	39	1
SITE: 53	62	63	0
SITE: 7	12	14	0
SITE: 6	7	14	0
SITE: 4	5	13	1
SITE: 4	6	14	0
SITE: 2	4	13	0
SITE: 2	3	14	0
SITE: 24	27	29	1
SITE: 13	14	16	1
SITE: 2	15	16	0
SITE: 2	16	17	0
SITE: 2	17	18	1
SITE: 2	18	19	0
SITE: 2	19	20	1
SITE: 13	21	22	0
SITE: 2	20	22	1
SITE: 24	29	30	1
SITE: 23	24	30	0
SITE: 13	23	25	1
SITE: 13	22	30	1
SITE: 2	25	30	1
SITE: 0	1	13	1
WARN: Unitary gate is identity
SITE: 2	2	2	1
SITE: 42	44	45	0
SITE: 41	42	45	0
SITE: 40	41	45	1
SITE: 35	39	43	0
SITE: 34	40	43	1
SITE: 34	43	45	1
SITE: 35	45	47	0
SITE: 34	46	47	1
SITE: 34	47	48	0
SITE: 34	48	49	0
SITE: 35	49	51	1
SITE: 34	50	51	0
SITE: 34	51	52	1
SITE: 35	53	59	0
SITE: 34	35	59	0
SITE: 34	59	63	1
SITE: 0	30	31	0
SITE: 13	31	33	1
SITE: 0	32	33	1
SITE: 13	34	52	0
WARN: Unitary gate is identity
SITE: 33	33	33	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 52	52	52	0
WARN: Unitary gate is identity
SITE: 13	13	13	0
WARN: Unitary gate is identity
SITE: 0	0	0	0
MPS Info: 3.53701 0.235033 0.163946 
Writing MPS done!
