LHLHLHLLHLHHLLHHHLHHHLHLLHHHHHLHHLLLHHLLHLLLLHLHLLLLHHLHLLLHLHHH
W_LIST: -0.151744 0.896504 -2.82854 -0.945035 0.345063 -2.44548 -2.57711 -1.04914 -0.755174 -1.0761 2.93345 1.5896 2.23017 -0.368334 1.03378 -0.493054 -2.69269 -0.348407 2.19331 1.72944 -0.426861 2.72788 -1.63435 -1.82682 -0.877884 2.30256 2.56793 -1.06472 -2.10762 2.6127 0.114031 -1.24353 1.66281 0.895157 -2.57314 -1.95135 1.51212 2.09559 0.548778 1.18375 -1.16155 -1.87529 0.349683 2.2307 -0.487715 1.53913 -2.99908 -1.99506 -2.1022 0.54529 2.53886 2.1601 2.32725 -1.56597 -2.71454 -1.8957 0.150274 -0.0498934 1.52393 2.76368 -1.29572 1.68444 2.14599 -0.356418 
st	op	ed	phy
SITE: 26	28	29	1
SITE: 27	29	31	0
SITE: 26	27	31	1
SITE: 26	31	32	1
SITE: 24	25	30	0
SITE: 24	26	32	0
SITE: 23	24	32	0
SITE: 21	22	30	1
SITE: 21	23	32	0
SITE: 20	21	32	1
SITE: 19	20	32	1
SITE: 17	18	30	0
SITE: 17	19	32	0
SITE: 16	17	32	1
SITE: 15	16	32	1
SITE: 14	15	32	1
SITE: 12	14	30	0
SITE: 12	13	32	0
SITE: 11	12	32	1
SITE: 9	10	30	0
SITE: 9	11	32	0
SITE: 9	32	33	0
SITE: 9	33	34	1
SITE: 30	34	36	0
SITE: 9	35	36	0
SITE: 30	37	38	0
SITE: 9	36	38	0
SITE: 30	39	40	1
SITE: 9	38	40	1
SITE: 30	41	42	0
SITE: 9	40	42	1
SITE: 9	42	43	1
SITE: 9	43	44	1
SITE: 30	45	46	0
SITE: 9	44	46	0
SITE: 9	46	47	0
SITE: 30	48	49	0
WARN: Unitary gate is identity
SITE: 47	47	47	1
SITE: 9	49	50	1
SITE: 8	9	50	0
SITE: 6	8	30	1
WARN: Unitary gate is identity
SITE: 7	7	7	0
SITE: 4	5	30	1
WARN: Unitary gate is identity
SITE: 6	6	6	0
SITE: 3	4	50	1
SITE: 1	2	30	0
WARN: Unitary gate is identity
SITE: 3	3	3	1
SITE: 0	1	50	0
SITE: 0	50	51	1
SITE: 30	52	53	0
WARN: Unitary gate is identity
SITE: 51	51	51	1
SITE: 0	53	54	1
SITE: 0	54	55	0
SITE: 0	55	56	1
SITE: 30	57	58	0
WARN: Unitary gate is identity
SITE: 56	56	56	1
SITE: 30	59	60	0
WARN: Unitary gate is identity
SITE: 58	58	58	1
SITE: 0	60	61	0
SITE: 30	62	63	0
SITE: 0	61	63	0
SITE: 0	0	63	1
WARN: Unitary gate is identity
SITE: 30	30	30	1
WARN: Unitary gate is identity
SITE: 63	63	63	0
MPS Info: 5.96781 1.06663 0.104623 
Writing MPS done!
