HLLHHHHHLLLLHLHLHHLHHLHLHLLLLLHLHLLHHLLHHHHHHLHHHLHLLHLLLLLLLLLH
W_LIST: 1.34085 -0.2141 1.51077 2.77053 2.51731 1.90211 -0.478416 -1.38087 2.06895 0.702174 -0.483666 -1.19459 1.93965 -0.926331 1.13427 2.34881 1.12443 2.14249 -0.728366 -0.333241 -0.532228 -2.02219 1.95821 1.75474 -2.39824 0.800752 0.468023 -2.74104 -1.17654 0.362812 -1.91629 -0.279755 -0.876807 1.4319 1.44013 -1.61721 -0.325073 2.78254 -1.43399 -2.7357 -0.112913 -2.26655 0.62327 2.67423 -1.41327 2.10958 -0.0878168 -0.955503 0.0721362 0.527308 -1.03378 0.802448 -1.38152 -1.88972 2.50387 -1.93162 1.55832 -1.85988 1.63551 -1.79964 -0.716687 -1.26998 2.04195 -0.363376 
st	op	ed	phy
SITE: 37	39	40	1
SITE: 36	37	40	1
SITE: 34	35	38	1
SITE: 34	38	40	0
SITE: 34	36	41	1
SITE: 34	41	42	1
SITE: 34	40	43	1
SITE: 34	43	44	0
SITE: 34	44	45	1
SITE: 34	45	46	1
SITE: 32	33	42	1
SITE: 32	42	46	0
SITE: 32	46	47	1
SITE: 32	47	48	1
SITE: 32	48	49	1
SITE: 32	49	50	1
SITE: 32	50	51	1
SITE: 32	51	52	1
SITE: 34	52	54	0
SITE: 32	53	54	1
SITE: 32	54	55	1
SITE: 32	55	56	0
SITE: 32	56	57	1
SITE: 32	57	58	0
SITE: 32	58	59	1
SITE: 32	59	60	0
SITE: 34	61	62	0
SITE: 32	60	62	1
SITE: 32	62	63	1
SITE: 31	32	63	1
SITE: 30	31	63	0
SITE: 29	30	63	1
SITE: 28	29	63	1
SITE: 26	27	34	0
SITE: 26	28	63	0
SITE: 24	26	34	1
SITE: 24	25	63	1
SITE: 23	24	63	1
SITE: 21	22	34	0
SITE: 21	23	63	1
SITE: 20	21	63	0
SITE: 19	20	63	0
SITE: 17	18	34	0
SITE: 17	19	63	0
SITE: 16	17	63	0
SITE: 15	16	63	0
SITE: 14	15	63	1
SITE: 12	13	34	0
WARN: Unitary gate is identity
SITE: 14	14	14	0
SITE: 11	12	63	0
SITE: 10	11	63	0
SITE: 9	10	63	1
SITE: 7	8	34	1
WARN: Unitary gate is identity
SITE: 9	9	9	1
SITE: 5	7	34	1
WARN: Unitary gate is identity
SITE: 6	6	6	1
SITE: 4	5	63	0
SITE: 3	4	63	0
SITE: 2	3	63	0
SITE: 1	2	63	1
SITE: 0	0	63	0
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 1	1	1	0
WARN: Unitary gate is identity
SITE: 34	34	34	1
MPS Info: -0.193597 0.799549 0.349537 
Writing MPS done!
