HLLHLLLHHLLHLHLHLHLLHLHHLHLLLLLLLHLHHHLHLHHLHLLHLLHHHLLHLLHLHHHL
W_LIST: 2.53958 0.171392 -1.13274 -0.721763 -0.876872 2.27293 -2.38452 -0.108861 -1.12007 -1.06619 -2.47483 -0.0133758 -0.870866 -1.89209 -0.0764093 -2.88643 -2.19209 -0.238662 0.907191 0.250578 2.28541 -0.78193 -1.5162 -0.123336 2.81653 -2.49084 -1.55105 2.43456 0.434941 0.391857 -0.584155 -2.53476 -2.50307 -2.02374 -1.07535 0.807253 -2.81252 2.35611 2.74969 -1.44244 0.0866517 -2.71296 0.404479 -0.0196627 1.36942 -2.21079 -0.587552 -0.771655 -2.62612 2.57311 -2.83256 -0.393494 -0.87747 2.39608 -1.84888 2.16006 -1.08159 2.85361 -2.09446 -1.38999 2.36241 -1.30647 -2.52275 -2.91388 
st	op	ed	phy
SITE: 34	36	37	1
SITE: 35	38	39	1
SITE: 34	37	39	0
SITE: 34	39	40	1
SITE: 34	35	41	0
SITE: 34	41	42	1
SITE: 33	40	42	0
SITE: 32	33	42	1
SITE: 31	32	42	0
SITE: 30	31	42	0
SITE: 29	34	42	0
SITE: 30	43	44	0
SITE: 29	42	44	0
SITE: 29	44	45	0
SITE: 29	45	46	0
SITE: 30	47	48	1
SITE: 29	30	48	0
SITE: 29	48	49	0
SITE: 29	49	50	1
SITE: 29	50	51	1
SITE: 27	29	46	1
SITE: 27	28	51	0
SITE: 26	27	51	1
SITE: 24	25	46	1
SITE: 24	26	51	0
SITE: 23	24	51	1
SITE: 22	23	51	1
SITE: 20	22	46	1
SITE: 20	21	51	0
SITE: 19	20	51	0
SITE: 46	52	53	1
SITE: 19	51	53	1
SITE: 19	53	54	1
SITE: 19	54	55	0
SITE: 19	55	56	0
SITE: 46	57	58	1
SITE: 19	56	58	0
SITE: 46	58	60	1
SITE: 19	59	60	0
SITE: 19	60	61	0
SITE: 19	61	62	1
SITE: 18	19	62	1
SITE: 17	18	62	1
SITE: 16	17	62	1
SITE: 14	15	46	1
WARN: Unitary gate is identity
SITE: 16	16	16	0
SITE: 13	14	62	0
SITE: 12	13	62	1
SITE: 10	12	46	0
WARN: Unitary gate is identity
SITE: 11	11	11	0
SITE: 9	10	62	0
SITE: 8	9	62	0
SITE: 6	8	46	1
WARN: Unitary gate is identity
SITE: 7	7	7	1
SITE: 5	6	62	0
SITE: 4	5	62	1
SITE: 3	4	62	0
SITE: 2	3	62	0
SITE: 0	0	46	0
WARN: Unitary gate is identity
SITE: 2	2	2	0
SITE: 1	62	63	1
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 1	1	1	1
WARN: Unitary gate is identity
SITE: 46	46	46	1
MPS Info: -4.95315 1.00568 0.0304976 
Writing MPS done!
