HHHHHHLHHLLHLLLHLLLLHLLLHHHLLLHLLHHLLHLLHHLLLLHLHLHLHLHHHLHLHLHH
W_LIST: 0.64993 -5.95765 -5.92573 3.58948 5.20861 -4.65097 -2.97465 1.20331 9.06631 -8.65836 2.96205 6.01255 -3.26084 -1.0847 4.95861 2.24319 -2.26208 8.96918 -2.70904 1.67831 -1.39585 -3.53524 4.40022 5.29995 2.07894 -1.17048 -9.36332 4.57306 -7.26413 1.59357 5.51608 3.30009 3.11696 4.38469 4.23998 -1.97478 -5.25776 5.27068 3.87612 -7.35687 -5.67918 -3.07373 -8.13531 1.16809 -2.92686 -5.78505 -4.58957 -8.45521 6.28128 9.51455 7.84046 2.93308 1.01617 -0.521484 -8.84807 9.07484 -7.55243 4.91317 -7.25653 1.15158 3.22478 -5.93536 8.71844 4.96757 
st	op	ed	phy
SITE: 54	55	57	0
SITE: 53	54	57	1
SITE: 26	28	29	0
SITE: 25	26	29	1
SITE: 7	8	10	0
SITE: 9	11	12	0
SITE: 7	9	12	0
SITE: 56	58	59	1
SITE: 53	56	59	1
SITE: 57	60	61	0
SITE: 53	57	61	1
SITE: 53	61	62	0
SITE: 6	10	12	1
SITE: 34	36	37	0
SITE: 35	37	39	0
SITE: 34	38	39	1
SITE: 7	12	14	0
SITE: 6	7	14	0
SITE: 4	5	13	1
SITE: 4	6	14	0
SITE: 53	62	63	0
SITE: 2	4	13	0
SITE: 2	3	14	0
SITE: 13	14	16	1
SITE: 2	15	16	0
SITE: 2	16	17	0
SITE: 2	17	18	1
SITE: 2	18	19	0
SITE: 24	27	29	1
SITE: 2	19	20	1
SITE: 13	21	22	0
SITE: 2	20	22	1
SITE: 24	29	30	1
SITE: 23	24	30	0
SITE: 13	23	25	1
SITE: 13	22	30	1
SITE: 2	25	30	1
SITE: 41	42	44	0
SITE: 35	39	41	0
SITE: 34	40	41	1
SITE: 34	41	43	1
SITE: 34	43	44	1
SITE: 0	1	13	1
SITE: 0	2	30	1
SITE: 34	44	45	0
SITE: 35	45	47	0
SITE: 34	46	47	1
SITE: 34	47	48	0
SITE: 34	48	49	0
SITE: 35	49	51	1
SITE: 34	50	51	0
SITE: 34	51	52	1
SITE: 35	53	59	0
SITE: 34	35	59	0
SITE: 34	59	63	1
SITE: 0	30	31	0
SITE: 13	31	33	1
SITE: 0	32	33	1
SITE: 13	34	52	0
WARN: Unitary gate is identity
SITE: 33	33	33	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 52	52	52	0
WARN: Unitary gate is identity
SITE: 13	13	13	0
WARN: Unitary gate is identity
SITE: 0	0	0	0
MPS Info: 4.23829 0.188955 0.125929 
Writing MPS done!
