LLLLLHLLHHLHHLHLLHHLLLLHLHLHLHLLHLLLLLLLHLHLHLLHLLHLLLHLLLLLHLLL
W_LIST: -4.62642 -0.691848 1.08247 0.102372 1.4816 -2.98299 -2.69465 4.12554 -3.13407 -2.85317 2.96847 2.63551 -3.68768 -0.538808 -2.70174 -4.52028 -2.61839 1.81922 1.07227 -2.92575 4.00324 1.29495 4.4159 4.47606 4.46257 -3.1444 4.47277 0.238589 -3.32946 2.4005 1.37381 -0.196885 2.0177 1.71687 -1.01056 2.68433 -0.0506457 2.85564 1.32935 3.86523 -2.22539 2.48734 3.03606 -2.65533 -1.06075 -0.152522 -3.39866 -3.51956 4.49083 2.6404 3.79867 2.36109 -2.61573 -1.33774 0.490106 0.642113 3.017 -3.55398 4.15281 2.41478 -0.254967 -0.0746926 3.69812 -3.77937 
st	op	ed	phy
SITE: 25	26	28	1
SITE: 24	25	28	1
SITE: 24	28	29	0
SITE: 24	29	30	0
SITE: 24	30	31	1
SITE: 24	31	32	0
SITE: 27	32	34	0
SITE: 24	33	34	1
SITE: 24	34	35	0
SITE: 24	35	36	1
SITE: 24	36	37	0
SITE: 24	37	38	1
SITE: 27	39	40	1
SITE: 24	27	40	0
SITE: 24	40	41	1
SITE: 38	42	43	0
SITE: 24	41	43	1
SITE: 24	43	44	0
SITE: 38	44	46	1
SITE: 24	45	46	0
SITE: 38	47	48	1
SITE: 24	46	48	0
SITE: 24	48	49	1
SITE: 24	49	50	1
SITE: 38	50	52	0
SITE: 24	51	52	1
SITE: 24	52	53	0
SITE: 24	53	54	0
SITE: 38	54	56	0
WARN: Unitary gate is identity
SITE: 55	55	55	1
SITE: 24	56	57	1
SITE: 24	57	58	0
SITE: 24	58	59	1
SITE: 24	59	60	1
SITE: 38	60	62	1
SITE: 24	61	62	0
SITE: 24	62	63	1
SITE: 23	24	63	1
SITE: 21	22	38	1
SITE: 21	23	63	0
SITE: 20	21	63	1
SITE: 19	20	63	1
SITE: 18	19	63	0
SITE: 16	17	38	0
WARN: Unitary gate is identity
SITE: 18	18	18	0
SITE: 15	16	63	0
SITE: 14	15	63	0
SITE: 12	14	38	1
WARN: Unitary gate is identity
SITE: 13	13	13	0
SITE: 11	12	63	1
SITE: 9	10	38	1
WARN: Unitary gate is identity
SITE: 11	11	11	0
SITE: 7	9	38	1
WARN: Unitary gate is identity
SITE: 8	8	8	1
SITE: 6	7	63	1
SITE: 4	6	38	0
WARN: Unitary gate is identity
SITE: 5	5	5	1
SITE: 3	4	63	1
SITE: 2	3	63	0
SITE: 0	0	38	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 2	2	2	1
WARN: Unitary gate is identity
SITE: 1	1	1	0
WARN: Unitary gate is identity
SITE: 38	38	38	1
MPS Info: -30.0449 0.783112 0.0602686 
Writing MPS done!
