HHHHLLLHHHLHLHLHHLHLLLLHLLLHLHHLHHHHHLLHHLHLLHLHLLHHLHHHHHLLHLLH
W_LIST: -2.23968 0.439254 1.67022 -2.0253 -0.466818 -0.641376 1.16135 -1.69017 2.1114 -1.32496 -1.21613 -1.53394 0.851824 -0.916492 2.65978 2.15795 1.85248 0.482861 0.697537 -0.237957 2.17012 1.28474 -2.15268 1.96195 2.52509 -1.38762 -0.966158 -2.51161 -0.884438 -0.266557 0.205462 0.120902 0.835681 0.33806 -1.92646 -1.78618 1.24004 -1.7126 -2.63263 2.43065 1.10177 -1.46254 -1.24226 -1.44092 -0.387843 -1.51069 1.64624 0.353122 -0.792979 0.669096 -0.502717 -1.77076 0.598045 0.520008 -0.573173 -1.30959 -1.24281 -2.36695 1.67379 -1.55532 -0.332114 1.2348 0.769709 -1.75569 
st	op	ed	phy
SITE: 38	39	41	0
SITE: 37	38	41	0
SITE: 35	36	40	0
SITE: 35	40	41	0
SITE: 35	41	42	0
SITE: 34	35	42	1
SITE: 33	34	42	1
SITE: 32	37	42	0
SITE: 31	32	42	0
SITE: 31	42	43	1
SITE: 31	43	44	0
SITE: 33	45	46	1
SITE: 31	44	46	0
SITE: 31	46	47	1
SITE: 33	48	49	0
SITE: 31	47	49	0
SITE: 31	49	50	1
SITE: 33	51	52	1
SITE: 31	50	52	1
SITE: 31	52	53	0
SITE: 31	53	54	0
SITE: 31	33	55	0
SITE: 30	31	55	1
SITE: 30	55	56	1
SITE: 30	56	57	1
SITE: 30	57	58	1
SITE: 30	58	59	1
SITE: 30	59	60	0
SITE: 30	54	61	1
SITE: 30	61	62	1
SITE: 30	60	63	1
SITE: 29	62	63	1
SITE: 28	29	63	1
SITE: 27	28	63	0
SITE: 26	27	63	1
SITE: 24	25	30	0
SITE: 24	26	63	0
SITE: 22	24	30	1
SITE: 22	23	63	0
SITE: 21	22	63	0
SITE: 19	20	30	1
SITE: 19	21	63	1
SITE: 18	19	63	0
SITE: 17	18	63	0
SITE: 16	17	63	1
SITE: 15	16	63	0
SITE: 13	14	30	1
SITE: 13	15	63	0
SITE: 12	13	63	1
SITE: 11	12	63	1
SITE: 10	11	63	1
SITE: 8	10	30	0
WARN: Unitary gate is identity
SITE: 9	9	9	1
SITE: 7	8	63	0
SITE: 6	7	63	1
SITE: 5	6	63	1
SITE: 4	5	63	0
SITE: 2	3	30	1
WARN: Unitary gate is identity
SITE: 4	4	4	0
SITE: 0	0	30	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 2	2	2	0
WARN: Unitary gate is identity
SITE: 1	1	1	0
WARN: Unitary gate is identity
SITE: 30	30	30	0
MPS Info: 6.60648 1.56326 0.527191 
Writing MPS done!
