LLLHHHLLLHLLLHHLHHHHLLLHHHLHLLLHLHLLLHLHLLLLLLHHLHLLHHHHHHHHHLHH
W_LIST: -1.00997 1.56071 0.0771413 -0.174364 -1.46868 -2.23672 1.81648 -2.00889 -1.52369 -1.40088 2.17152 -0.77436 0.112622 -0.764259 -1.05071 0.973403 -1.6443 0.621756 0.676169 0.734016 2.19887 -1.51165 -2.31434 -1.87978 2.53064 -0.15943 1.24366 0.810342 -1.13845 -2.51736 0.350145 -2.59742 -1.74531 1.82855 1.07095 -2.28657 0.922805 1.78306 -0.45477 1.04457 -0.821246 1.91805 -0.498434 2.53039 -1.77225 -2.48479 2.07968 -1.56741 -2.61388 -1.78138 -1.16495 -0.991136 -1.25474 0.199106 -0.35994 -0.890562 0.828428 -2.28238 -0.812035 0.508109 2.37453 -0.414557 2.43502 -0.526097 
st	op	ed	phy
SITE: 23	24	26	0
SITE: 23	26	27	1
SITE: 23	25	28	1
SITE: 23	28	29	0
SITE: 23	29	30	0
SITE: 23	30	31	1
SITE: 23	31	32	1
SITE: 23	32	33	0
SITE: 27	33	35	0
SITE: 23	34	35	1
SITE: 23	35	36	0
SITE: 22	23	36	1
SITE: 20	22	27	0
SITE: 20	21	36	0
SITE: 19	20	36	1
SITE: 18	27	36	0
SITE: 19	37	38	0
SITE: 18	36	38	1
SITE: 18	38	39	1
SITE: 19	40	41	0
SITE: 18	39	41	0
SITE: 18	41	42	1
SITE: 18	42	43	0
SITE: 18	43	44	1
SITE: 19	45	46	0
SITE: 18	44	46	0
SITE: 18	46	47	0
SITE: 18	47	48	1
SITE: 18	48	49	0
SITE: 18	49	50	1
SITE: 18	50	51	0
SITE: 18	51	52	0
SITE: 18	52	53	1
SITE: 18	53	54	0
SITE: 19	55	56	1
SITE: 18	54	56	1
SITE: 18	56	57	0
SITE: 18	57	58	1
SITE: 18	58	59	1
SITE: 18	19	60	1
SITE: 18	60	61	0
SITE: 18	59	62	0
SITE: 18	62	63	0
SITE: 16	17	61	0
SITE: 16	18	63	0
SITE: 15	16	63	1
SITE: 14	15	63	1
SITE: 13	14	63	1
SITE: 12	13	63	1
SITE: 10	11	61	0
WARN: Unitary gate is identity
SITE: 12	12	12	1
SITE: 9	10	63	1
SITE: 8	9	63	1
SITE: 6	7	61	0
WARN: Unitary gate is identity
SITE: 8	8	8	0
SITE: 5	6	63	1
SITE: 4	5	63	1
SITE: 3	4	63	1
SITE: 2	3	63	1
SITE: 1	61	63	1
SITE: 0	1	63	1
WARN: Unitary gate is identity
SITE: 0	0	0	0
WARN: Unitary gate is identity
SITE: 2	2	2	0
WARN: Unitary gate is identity
SITE: 63	63	63	1
MPS Info: -5.26719 1.68443 0.278814 
Writing MPS done!
