LLLHLLHLLHLHHHLHLHLHHLLLLLHHLLHHHLLLHLHHHHLHLHLHLLLLHHLLHHHLLHHH
W_LIST: 0.928325 1.1367 0.46812 1.38557 2.61645 -1.83953 1.34488 0.197609 1.82282 -2.5221 0.835495 2.45679 -0.514573 -1.1829 -0.156856 0.240913 -0.00817083 -2.4202 -1.92507 2.05109 2.11982 -1.80158 0.790232 2.03499 -1.47463 -0.876942 0.486654 -1.67502 -0.439908 2.34234 1.28227 2.21796 0.0324074 -2.2703 0.808085 0.419498 -0.864791 1.47999 -1.12389 2.19628 -0.852961 -2.05857 0.116057 -0.410697 2.03488 -2.46603 2.21772 -1.60594 1.06359 2.29743 0.656195 0.85489 2.51042 2.41159 -0.946331 1.9471 -2.20748 -1.18495 -1.95602 -2.50632 1.58126 1.46118 -2.14458 -2.57747 
st	op	ed	phy
SITE: 43	45	46	1
SITE: 44	46	48	1
SITE: 43	47	48	1
SITE: 43	44	49	1
SITE: 42	43	49	1
SITE: 41	48	49	1
SITE: 41	49	50	1
SITE: 40	41	50	1
SITE: 39	40	50	1
SITE: 38	39	50	0
SITE: 37	38	50	1
SITE: 37	42	51	0
SITE: 36	37	51	1
SITE: 35	36	51	1
SITE: 33	34	50	1
SITE: 33	35	51	0
SITE: 32	33	51	0
SITE: 31	32	51	0
SITE: 30	31	51	0
SITE: 28	29	50	1
SITE: 28	30	51	0
SITE: 26	27	50	1
SITE: 26	28	51	0
SITE: 25	26	51	0
SITE: 23	24	50	0
SITE: 23	50	51	0
SITE: 22	23	51	1
SITE: 22	51	52	1
SITE: 21	22	52	1
SITE: 20	21	52	0
SITE: 18	20	25	0
SITE: 18	19	52	0
SITE: 16	17	25	1
SITE: 16	18	52	0
SITE: 25	53	54	0
SITE: 16	52	54	0
SITE: 25	55	56	1
SITE: 16	54	56	0
SITE: 16	56	57	1
SITE: 15	16	57	0
SITE: 14	15	57	0
SITE: 13	14	57	1
SITE: 11	13	25	1
SITE: 11	12	57	1
SITE: 9	11	25	0
SITE: 9	10	57	1
SITE: 8	9	57	1
SITE: 7	8	57	1
SITE: 5	6	25	0
WARN: Unitary gate is identity
SITE: 7	7	7	0
SITE: 4	5	57	0
SITE: 3	4	57	1
SITE: 3	57	58	1
SITE: 25	58	60	1
WARN: Unitary gate is identity
SITE: 59	59	59	0
SITE: 3	60	61	1
SITE: 3	61	62	0
SITE: 3	62	63	1
SITE: 2	3	63	0
SITE: 1	2	63	1
SITE: 0	63	63	1
WARN: Unitary gate is identity
SITE: 1	1	1	1
WARN: Unitary gate is identity
SITE: 0	0	0	1
WARN: Unitary gate is identity
SITE: 25	25	25	0
MPS Info: 6.15026 1.01594 0.00706874 
Writing MPS done!
