HHHHHLHHLHLHLHHLLHHLHHLLHHHLLHLHHLHHLHHLHHLHLHHHHHLHHLLHLHHLLHLH
W_LIST: -1.23248 -3.51884 2.00972 4.39875 2.02033 2.66832 2.35548 3.59722 -1.30243 -3.61565 -0.357738 -4.13267 -4.68304 -1.97311 -2.64763 2.25457 1.73337 3.17919 -1.1537 1.70407 -0.968098 4.51424 3.7195 -1.24347 0.98728 -2.12834 4.54934 1.0652 -1.24469 1.95093 1.39824 -2.80182 -4.18413 -1.81601 3.9489 3.71552 0.35268 -0.218624 1.46943 -0.651383 -4.76616 -3.30932 -1.05846 3.25976 1.54797 -3.73753 3.63153 3.82254 0.254335 -2.21191 0.144247 4.13922 -2.07851 2.75526 3.57189 0.599166 -3.24276 1.66175 -0.265249 1.18267 -3.82599 2.53382 -1.29217 0.927482 
st	op	ed	phy
SITE: 59	60	62	0
SITE: 59	61	63	0
SITE: 58	59	63	1
SITE: 56	57	62	0
SITE: 56	62	63	0
SITE: 55	56	63	0
SITE: 54	55	63	0
SITE: 52	54	58	1
SITE: 52	53	63	1
SITE: 51	52	63	1
SITE: 50	51	63	0
SITE: 49	50	63	1
SITE: 48	49	63	1
SITE: 47	58	63	1
SITE: 42	43	45	0
SITE: 42	45	46	1
SITE: 44	47	48	0
SITE: 44	46	63	0
SITE: 42	44	63	1
SITE: 41	42	63	0
SITE: 39	40	48	1
SITE: 39	41	63	1
SITE: 38	39	63	0
SITE: 37	38	63	0
SITE: 35	36	48	1
SITE: 35	48	63	0
SITE: 33	34	37	0
SITE: 33	35	63	0
SITE: 32	33	63	0
SITE: 30	32	37	1
SITE: 30	31	63	1
SITE: 28	29	37	0
SITE: 28	30	63	1
SITE: 26	27	37	1
SITE: 26	28	63	0
SITE: 25	26	63	0
SITE: 24	25	63	1
SITE: 22	23	37	0
WARN: Unitary gate is identity
SITE: 24	24	24	0
SITE: 20	21	37	0
WARN: Unitary gate is identity
SITE: 22	22	22	1
SITE: 19	37	63	1
SITE: 18	19	63	1
SITE: 17	18	63	1
SITE: 16	17	63	0
SITE: 14	15	20	1
SITE: 14	16	63	1
SITE: 12	14	20	1
SITE: 12	13	63	1
SITE: 10	12	20	0
SITE: 10	11	63	1
SITE: 9	10	63	0
SITE: 7	9	20	1
SITE: 7	8	63	0
SITE: 6	7	63	0
SITE: 5	6	63	0
SITE: 3	5	20	1
WARN: Unitary gate is identity
SITE: 4	4	4	0
SITE: 1	3	20	0
SITE: 1	2	63	0
SITE: 0	1	63	1
WARN: Unitary gate is identity
SITE: 0	0	0	1
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 20	20	20	1
MPS Info: 31.098 0.514916 0.000107512 
Writing MPS done!
